"UniqueID","obs","pred","fold","pred_bin","obs_bin","ecoregion"
"Andrus_WF26",0.199844277186608,0.135424076219083,3,1,1,"Colorado Rockies forests"
"Andrus_WF27",1,0.949896191470294,3,5,5,"Colorado Rockies forests"
"Andrus_WF27",1,0.949896191470294,3,5,5,"Colorado Rockies forests"
"Andrus_WF28",0.849812934259754,0.270736024053417,3,2,4,"Colorado Rockies forests"
"Andrus_WF28",0.849812934259754,0.270736024053417,3,2,4,"Colorado Rockies forests"
"Andrus_WF29",1,0.99937021473936,3,5,5,"Colorado Rockies forests"
"Andrus_WF29",1,0.99937021473936,3,5,5,"Colorado Rockies forests"
"Andrus_WF30",1,0.673340238824811,3,3,5,"Colorado Rockies forests"
"Andrus_WF30",1,0.673340238824811,3,3,5,"Colorado Rockies forests"
"Andrus_WF31",0.552393175298203,0.360554851652866,3,2,3,"Colorado Rockies forests"
"Andrus_WF31",0.552393175298203,0.360554851652866,3,2,3,"Colorado Rockies forests"
"Andrus_WF32",0.888898616704605,0.437940483934321,3,2,4,"Colorado Rockies forests"
"Andrus_WF32",0.888898616704605,0.437940483934321,3,2,4,"Colorado Rockies forests"
"Andrus_WF33",0.368554481966899,0.253411665410356,3,2,2,"Colorado Rockies forests"
"Andrus_WF33",0.368554481966899,0.253411665410356,3,2,2,"Colorado Rockies forests"
